"id","name","location_formatted","latitude","longitude","email","phone","country","city","website","about","createdAt","id","start_date","end_date","registration_expiration","name","tuition","createdAt","kindergartenId"
"289","MainUmm as Sāhik kindergarten","401 Anzinger Pass","49.912345","26.651956","sbruhnicke7@gmail.com","6013544640","Saudi Arabia","Umm as Sāhik",,"summary","2018-09-22 21:39:00","108","2023-01-13","2023-05-13","2023-01-24","2022 Semester","333","2022-12-18 00:00:00","289"
"283","Al Muwayh kindergarten","70 Burrows Street","41.750000","22.430000","cstowgill1@gmail.com","3704763237","Saudi Arabia","Al Muwayh",,"summary","2020-06-06 10:47:00","109","2023-01-09","2023-05-09","2023-01-20","2022 Semester","214","2022-12-14 00:00:00","283"
"71","MainJifnā kindergarten","814 Shasta Trail","31.963463","35.215092","rklimowiczy@gmail.com","2635233204","Palestine","Jifnā",,"summary","2019-10-07 17:25:00","110","2023-02-03","2023-06-02","2023-02-14","2023 Semester","197","2023-01-08 00:00:00","71"
"72","MainJuḩr ad Dīk kindergarten","8539 Ridgeway Road","31.455710","34.437190","dballsdonz@gmail.com","7961840483","Palestine","Juḩr ad Dīk",,"summary","2020-11-25 02:20:00","111","2023-01-06","2023-05-06","2023-01-17","2022 Semester","491","2022-12-11 00:00:00","72"
"293","MainAbha kindergarten","19579 Sauthoff Plaza","42.511724","18.246469","spointsb@gmail.com","8907341324","Saudi Arabia","Abha",,"summary","2021-06-10 20:11:00","112","2023-01-28","2023-05-27","2023-02-08","2023 Semester","440","2023-01-02 00:00:00","293"
"292","Al Khafjī kindergarten","5 Bartillon Court","48.488722","28.425662","ppuviaa@gmail.com","4646354682","Saudi Arabia","Al Khafjī",,"summary","2022-12-21 22:05:00","113","2023-01-12","2023-05-12","2023-01-23","2022 Semester","364","2022-12-17 00:00:00","292"
"159","MainKafr Thulth kindergarten","08023 Ridgeway Junction","32.152799","35.045290","tseago3e@gmail.com","9793138787","Palestine","Kafr Thulth",,"summary","2020-03-30 04:02:00","114","2023-01-26","2023-05-25","2023-02-06","2022 Semester","166","2022-12-31 00:00:00","159"
"103","MainKafr Zībād kindergarten","0 Wayridge Road","32.225262","35.070676","ecrichton1u@gmail.com","1823051970","Palestine","Kafr Zībād",,"summary","2022-08-02 00:49:00","115","2023-01-22","2023-05-22","2023-02-02","2022 Semester","286","2022-12-27 00:00:00","103"
"287","Al ‘Ulá kindergarten","946 Troy Pass","37.967865","26.550264","awharton5@gmail.com","9133093526","Saudi Arabia","Al ‘Ulá",,"summary","2021-03-06 13:19:00","116","2023-01-12","2023-05-12","2023-01-23","2022 Semester","383","2022-12-17 00:00:00","287"
"282","CentralUmm as Sāhik kindergarten","9590 Starling Road","49.912345","26.651956","akeyden0@gmail.com","8779967574","Saudi Arabia","Umm as Sāhik",,"summary","2021-07-07 15:34:00","117","2023-01-24","2023-05-24","2023-02-04","2022 Semester","272","2022-12-29 00:00:00","282"
"161","MainMislīyah kindergarten","8 Northview Road","32.386130","35.287800","wimlaw3g@gmail.com","4332105338","Palestine","Mislīyah",,"summary","2022-06-25 15:08:00","118","2023-01-27","2023-05-26","2023-02-07","2023 Semester","335","2023-01-01 00:00:00","161"
"41","MainQalqīlyah kindergarten","28142 Larry Pass","32.189660","34.970630","hmorrison4@gmail.com","4104389316","Palestine","Qalqīlyah",,"summary","2022-10-26 21:42:00","119","2023-01-25","2023-05-25","2023-02-05","2022 Semester","438","2022-12-30 00:00:00","41"
"284","CentralTabūk kindergarten","6422 Dawn Place","36.566191","28.383508","rpluvier2@gmail.com","4244007546","Saudi Arabia","Tabūk",,"summary","2020-06-07 11:53:00","120","2023-02-02","2023-06-01","2023-02-13","2023 Semester","213","2023-01-07 00:00:00","284"
"113","MainQaţanah kindergarten","96591 Randy Drive","31.833660","35.118940","jchupin24@gmail.com","5308262800","Palestine","Qaţanah",,"summary","2018-11-27 11:06:00","121","2023-01-28","2023-05-27","2023-02-08","2023 Semester","213","2023-01-02 00:00:00","113"
"102","MainQīrah kindergarten","39869 Banding Way","32.122140","35.171730","ctobias1t@gmail.com","6279761770","Palestine","Qīrah",,"summary","2022-04-10 18:27:00","122","2023-01-19","2023-05-19","2023-01-30","2022 Semester","499","2022-12-24 00:00:00","102"
"58","MainRantīs kindergarten","34 International Junction","32.029973","35.018973","rswadlingel@gmail.com","6081257054","Palestine","Rantīs",,"summary","2020-05-28 23:32:00","123","2023-01-30","2023-05-29","2023-02-10","2023 Semester","184","2023-01-04 00:00:00","58"
"108","MainŞānūr kindergarten","870 Lunder Crossing","32.358901","35.246147","ttottman1z@gmail.com","2725109257","Palestine","Şānūr",,"summary","2021-03-14 15:54:00","124","2023-01-18","2023-05-18","2023-01-29","2022 Semester","221","2022-12-23 00:00:00","108"
"291","Riyadh kindergarten","27935 Barby Way","46.675296","24.713552","cgary9@gmail.com","5062201669","Saudi Arabia","Riyadh",,"summary","2020-08-04 13:42:00","125","2023-01-29","2023-05-28","2023-02-09","2023 Semester","474","2023-01-03 00:00:00","291"
"154","MainYa‘bad kindergarten","11 Knutson Street","32.446834","35.167274","garckoll39@gmail.com","6204791114","Palestine","Ya‘bad",,"summary","2019-02-17 13:19:00","126","2023-01-25","2023-05-25","2023-02-05","2022 Semester","152","2022-12-30 00:00:00","154"
"47","MainYuta kindergarten","31 Southridge Pass","31.444150","35.090105","jtrembletta@gmail.com","4331343538","Palestine","Yuta",,"summary","2020-03-31 15:52:00","127","2023-01-10","2023-05-10","2023-01-21","2022 Semester","415","2022-12-15 00:00:00","47"
"111","Majdal Banī Fāḑil kindergarten","03297 Jenifer Parkway","32.082978","35.364579","auphill22@gmail.com","8496712119","Palestine","Majdal Banī Fāḑil",,"summary","2021-01-07 16:49:00","128","2023-01-13","2023-05-13","2023-01-24","2022 Semester","164","2022-12-18 00:00:00","111"
"34","masqat kiddy","Oman, Masqat","46.664641","24.827211","masqat.kiddy@edu.com","56497542","Saudi Arabia","reyad","www.ammany.com","summary","2022-12-01 07:20:24","129","2023-01-18","2023-05-18","2023-01-29","2022 Semester","341","2022-12-23 00:00:00","34"
"162","Maythalūn kindergarten","4331 Northwestern Park","32.347980","35.274460","eferreira3h@gmail.com","8345423240","Palestine","Maythalūn",,"summary","2021-02-04 09:09:00","130","2023-01-23","2023-05-23","2023-02-03","2022 Semester","440","2022-12-28 00:00:00","162"
"140","Naḩḩālīn kindergarten","08777 Dapin Drive","31.685608","35.120362","cruvel2v@gmail.com","2826349569","Palestine","Naḩḩālīn",,"summary","2020-04-21 16:32:00","131","2023-01-23","2023-05-23","2023-02-03","2022 Semester","320","2022-12-28 00:00:00","140"
"290","NewUmm as Sāhik kindergarten","12291 Hooker Trail","49.912345","26.651956","klees8@gmail.com","9015114175","Saudi Arabia","Umm as Sāhik",,"summary","2019-09-29 09:21:00","132","2023-01-21","2023-05-21","2023-02-01","2022 Semester","239","2022-12-26 00:00:00","290"
"149","New‘Attīl kindergarten","0795 Loftsgordon Trail","32.370069","35.072538","dstanbro34@gmail.com","1268705347","Palestine","‘Attīl",,"summary","2021-04-12 09:25:00","133","2023-01-14","2023-05-14","2023-01-25","2022 Semester","154","2022-12-19 00:00:00","149"
"141","NewAl Bīrah kindergarten","664 Manufacturers Road","31.910010","35.216450","lhenryson2w@gmail.com","6177285769","Palestine","Al Bīrah",,"summary","2022-11-15 11:58:00","134","2023-02-02","2023-06-01","2023-02-13","2023 Semester","410","2023-01-07 00:00:00","141"
"294","Al Muţayrifī kindergarten","908 Old Gate Trail","49.554733","25.482034","gmogridgec@gmail.com","1544464964","Saudi Arabia","Al Muţayrifī",,"summary","2018-07-24 09:55:00","135","2023-01-13","2023-05-13","2023-01-24","2022 Semester","207","2022-12-18 00:00:00","294"
"295","Farasān kindergarten","2334 Saint Paul Center","42.120984","16.701895","creddihoughd@gmail.com","1226687189","Saudi Arabia","Farasān",,"summary","2022-10-24 08:42:00","136","2023-01-06","2023-05-06","2023-01-17","2022 Semester","444","2022-12-11 00:00:00","295"
"152","NewAl Mughayyir kindergarten","352 Ryan Terrace","32.421701","35.386433","tdecourt37@gmail.com","3296342863","Palestine","Al Mughayyir",,"summary","2021-02-18 05:20:00","137","2023-01-06","2023-05-06","2023-01-17","2022 Semester","184","2022-12-11 00:00:00","152"
"286","CentralAbha kindergarten","28 Holy Cross Avenue","42.511724","18.246469","ttessier4@gmail.com","5243784389","Saudi Arabia","Abha",,"summary","2020-05-19 10:53:00","138","2023-01-09","2023-05-09","2023-01-20","2022 Semester","351","2022-12-14 00:00:00","286"
"148","NewBazzāryah kindergarten","27 Havey Lane","32.307980","35.165930","scoveny33@gmail.com","8914592613","Palestine","Bazzāryah",,"summary","2021-01-15 19:17:00","139","2023-01-30","2023-05-29","2023-02-10","2023 Semester","478","2023-01-04 00:00:00","148"
"106","NewJifnā kindergarten","11373 Mccormick Way","31.963463","35.215092","geasterfield1x@gmail.com","5581907839","Palestine","Jifnā",,"summary","2018-07-14 02:59:00","140","2023-01-13","2023-05-13","2023-01-24","2022 Semester","401","2022-12-18 00:00:00","106"
"146","NewJuḩr ad Dīk kindergarten","478 Main Way","31.455710","34.437190","rhadwen31@gmail.com","2458204422","Palestine","Juḩr ad Dīk",,"summary","2022-09-22 16:53:00","141","2023-01-08","2023-05-08","2023-01-19","2022 Semester","482","2022-12-13 00:00:00","146"
"298","Al Hufūf kindergarten","6404 Hollow Ridge Trail","49.629908","25.314156","gbailesg@gmail.com","3766964012","Saudi Arabia","Al Hufūf",,"summary","2020-06-22 19:13:00","142","2023-01-28","2023-05-27","2023-02-08","2023 Semester","420","2023-01-02 00:00:00","298"
"54","NewQalqīlyah kindergarten","1 Florence Parkway","32.189660","34.970630","stunnoh@gmail.com","9616865440","Palestine","Qalqīlyah",,"summary","2022-06-05 09:55:00","143","2023-01-13","2023-05-13","2023-01-24","2022 Semester","422","2022-12-18 00:00:00","54"
"147","NewQaţanah kindergarten","6 Lakeland Center","31.833660","35.118940","lkubes32@gmail.com","4191360360","Palestine","Qaţanah",,"summary","2022-09-09 09:34:00","144","2023-01-11","2023-05-11","2023-01-22","2022 Semester","357","2022-12-16 00:00:00","147"
"134","NewQīrah kindergarten","071 Northwestern Avenue","32.122140","35.171730","kpolgreen2p@gmail.com","2766586450","Palestine","Qīrah",,"summary","2021-06-15 19:46:00","145","2023-01-11","2023-05-11","2023-01-22","2022 Semester","158","2022-12-16 00:00:00","134"
"94","NewRantīs kindergarten","3 Amoth Point","32.029973","35.018973","vhallihane1l@gmail.com","3555197461","Palestine","Rantīs",,"summary","2022-09-29 08:34:00","146","2023-01-09","2023-05-09","2023-01-20","2022 Semester","278","2022-12-14 00:00:00","94"
"288","MainTabūk kindergarten","80 Dexter Point","36.566191","28.383508","aroston6@gmail.com","1271208252","Saudi Arabia","Tabūk",,"summary","2019-11-21 06:05:00","147","2023-01-15","2023-05-15","2023-01-26","2022 Semester","490","2022-12-20 00:00:00","288"
"49","Qaffīn kindergarten","8808 Forest Way","32.433378","35.084300","dtremainec@gmail.com","6572570376","Palestine","Qaffīn",,"summary","2022-10-01 14:49:00","148","2023-01-18","2023-05-18","2023-01-29","2022 Semester","394","2022-12-23 00:00:00","49"
"150","Qalandiyā kindergarten","42 Florence Trail","31.861597","35.207914","pskym35@gmail.com","8523704445","Palestine","Qalandiyā",,"summary","2019-11-02 18:55:00","149","2023-01-16","2023-05-16","2023-01-27","2022 Semester","364","2022-12-21 00:00:00","150"
"105","Qarāwat Banī Zayd kindergarten","117 Dahle Terrace","32.054700","35.129080","ksnow1w@gmail.com","2834462703","Palestine","Qarāwat Banī Zayd",,"summary","2020-08-10 05:59:00","150","2023-01-25","2023-05-25","2023-02-05","2022 Semester","461","2022-12-30 00:00:00","105"
"80","Rammūn kindergarten","986 Lakewood Gardens Pass","31.927317","35.299468","kdreossi17@gmail.com","1071657963","Palestine","Rammūn",,"summary","2021-11-25 08:39:00","151","2023-02-01","2023-05-31","2023-02-12","2023 Semester","369","2023-01-06 00:00:00","80"
"31","reyad kiddy","Saudi Arabia, Tahran","46.708166","24.490877","arabia.kiddy@edu.com","56497542","Saudi Arabia","reyad","www.ammany.com","summary","2022-12-01 07:18:29","152","2023-01-17","2023-05-17","2023-01-28","2022 Semester","449","2022-12-22 00:00:00","31"
"30","reyad kindergarten","Saudi Arabia, Tahran","46.429664","24.720824","arabia2@edu.com","56497542","Saudi Arabia","reyad","www.ammany.com","summary","2022-12-01 07:18:17","154","2023-02-02","2023-06-01","2023-02-13","2023 Semester","374","2023-01-07 00:00:00","30"
"46","Shūkat aş Şūfī kindergarten","99 Fremont Parkway","31.259970","34.282600","mcogzell9@gmail.com","3124854900","Palestine","Shūkat aş Şūfī",,"summary","2019-09-04 17:50:00","155","2023-01-10","2023-05-10","2023-01-21","2022 Semester","256","2022-12-15 00:00:00","46"
"165","Sīlat al Ḩārithīyah kindergarten","4 Steensland Parkway","32.508470","35.227520","ajacquet3k@gmail.com","3444953147","Palestine","Sīlat al Ḩārithīyah",,"summary","2019-04-03 04:42:00","156","2023-02-02","2023-06-01","2023-02-13","2023 Semester","467","2023-01-07 00:00:00","165"
"33","Sudan kiddy","Libya, Tahran","46.783108","24.794877","sudan.kiddy@edu.com","56497542","Saudi Arabia","reyad","www.ammany.com","summary","2022-12-01 07:19:48","157","2023-01-13","2023-05-13","2023-01-24","2022 Semester","491","2022-12-18 00:00:00","33"
"296","Ar Rass kindergarten","664 Del Mar Plaza","43.522231","25.851748","rsteete@gmail.com","7794313433","Saudi Arabia","Ar Rass",,"summary","2019-03-02 04:13:00","158","2023-01-07","2023-05-07","2023-01-18","2022 Semester","283","2022-12-12 00:00:00","296"
"87","Tarqūmyā kindergarten","61 Thompson Alley","31.575510","35.012230","rwarke1e@gmail.com","4964434634","Palestine","Tarqūmyā",,"summary","2020-10-01 12:09:00","159","2023-01-20","2023-05-20","2023-01-31","2022 Semester","393","2022-12-25 00:00:00","87"
"112","Till kindergarten","706 Loomis Place","32.200680","35.212930","jcicetti23@gmail.com","5862848378","Palestine","Till",,"summary","2018-07-27 20:01:00","160","2023-01-30","2023-05-29","2023-02-10","2023 Semester","283","2023-01-04 00:00:00","112"
"145","Ūdalah kindergarten","22348 6th Point","32.153630","35.276460","dseivertsen30@gmail.com","6589592200","Palestine","Ūdalah",,"summary","2020-03-16 23:33:00","161","2023-01-18","2023-05-18","2023-01-29","2022 Semester","255","2022-12-23 00:00:00","145"
"122","Wādī as Salqā kindergarten","4 Stephen Road","31.396843","34.365268","sedmonds2d@gmail.com","8187070387","Palestine","Wādī as Salqā",,"summary","2018-12-14 00:16:00","162","2023-01-28","2023-05-27","2023-02-08","2023 Semester","405","2023-01-02 00:00:00","122"
"297","As Sulayyil kindergarten","448 Iowa Hill","45.562939","20.466868","hzumbuschf@gmail.com","2952366061","Saudi Arabia","As Sulayyil",,"summary","2020-12-09 05:03:00","163","2023-01-13","2023-05-13","2023-01-24","2022 Semester","230","2022-12-18 00:00:00","297"
"84","Yāsūf kindergarten","973 Laurel Alley","32.109371","35.239715","jpockey1b@gmail.com","7357913251","Palestine","Yāsūf",,"summary","2021-06-14 21:27:00","164","2023-01-07","2023-05-07","2023-01-18","2022 Semester","263","2022-12-12 00:00:00","84"
"91","Zubūbah kindergarten","1 David Center","32.543460","35.222740","gjane1i@gmail.com","3727401119","Palestine","Zubūbah",,"summary","2022-04-20 06:38:00","165","2023-02-02","2023-06-01","2023-02-13","2023 Semester","383","2023-01-07 00:00:00","91"
"166","MainKhursā kindergarten","39 Ludington Parkway","31.440961","34.997440","elaybourn3l@gmail.com","4179031420","Palestine","Khursā",,"summary","2018-07-23 15:07:00","166","2023-02-21","2023-06-21","2023-03-05","2023 Semester","328","2023-02-21 01:39:00","166"
"167","Main‘Aşīrah al Qiblīyah kindergarten","9 Meadow Valley Center","32.178420","35.215690","cbarnewell3m@gmail.com","8468445122","Palestine","‘Aşīrah al Qiblīyah",,"summary","2019-11-07 10:52:00","168","2023-01-23","2023-05-23","2023-02-04","2023 Semester","323","2023-01-23 15:17:00","167"
"168","Ḩablah kindergarten","77 Sutherland Avenue","32.165230","34.977480","abraybrooke3n@gmail.com","4504903556","Palestine","Ḩablah",,"summary","2020-11-28 01:22:00","169","2023-03-04","2023-07-04","2023-03-16","2023 Semester","395","2023-03-04 01:57:00","168"
"169","NewKafr Thulth kindergarten","979 High Crossing Plaza","32.152799","35.045290","fnorcross3o@gmail.com","3967638012","Palestine","Kafr Thulth",,"summary","2020-07-20 01:27:00","170","2023-02-14","2023-06-14","2023-02-26","2023 Semester","321","2023-02-14 21:25:00","169"
"170","Al Majd kindergarten","91801 Golf Course Road","31.881010","35.219546","dcarlos3p@gmail.com","6612543373","Palestine","Al Majd",,"summary","2019-03-09 19:54:00","171","2023-03-03","2023-07-03","2023-03-15","2023 Semester","218","2023-03-03 21:58:00","170"
"171","MainKafr Şūr kindergarten","9 Leroy Way","32.244032","35.064616","lnevison3q@gmail.com","4063977201","Palestine","Kafr Şūr",,"summary","2018-10-04 22:40:00","172","2023-02-10","2023-06-10","2023-02-22","2023 Semester","392","2023-02-10 10:21:00","171"
"172","NewAl Lubban al Gharbī kindergarten","3924 Logan Court","32.035776","35.038365","czanioletti3r@gmail.com","4324411946","Palestine","Al Lubban al Gharbī",,"summary","2021-03-09 07:12:00","173","2023-02-07","2023-06-07","2023-02-19","2023 Semester","127","2023-02-07 03:29:00","172"
"173","MainIdhnā kindergarten","327 Arrowood Trail","31.557252","34.979243","acano3s@gmail.com","8793319938","Palestine","Idhnā",,"summary","2022-09-08 08:41:00","174","2023-02-16","2023-06-16","2023-02-28","2023 Semester","296","2023-02-16 19:16:00","173"
"174","Ţammūn kindergarten","8 Blackbird Crossing","32.283121","35.385789","pknox3t@gmail.com","6919120687","Palestine","Ţammūn",,"summary","2020-10-19 13:53:00","175","2023-03-11","2023-07-11","2023-03-23","2023 Semester","342","2023-03-11 01:25:00","174"
"175","Wādī Raḩḩāl kindergarten","79 Delladonna Court","31.665160","35.167270","wstoddart3u@gmail.com","3105268284","Palestine","Wādī Raḩḩāl",,"summary","2018-06-20 12:10:00","176","2023-02-08","2023-06-08","2023-02-20","2023 Semester","234","2023-02-08 17:24:00","175"
"176","NewAn Naşr kindergarten","676 Green Park","32.119799","34.986653","sramelet3v@gmail.com","4175752414","Palestine","An Naşr",,"summary","2020-02-11 13:09:00","177","2023-02-16","2023-06-16","2023-02-28","2023 Semester","273","2023-02-16 13:54:00","176"
"177","MainQaryūt kindergarten","3 Hudson Street","32.070084","35.295280","thullock3w@gmail.com","3936001157","Palestine","Qaryūt",,"summary","2022-01-20 16:53:00","178","2023-03-02","2023-07-02","2023-03-14","2023 Semester","373","2023-03-02 00:03:00","177"
"178","MainMardā kindergarten","99 Hansons Alley","32.114217","35.195851","bkeward3x@gmail.com","3486156086","Palestine","Mardā",,"summary","2021-09-01 03:40:00","179","2023-02-15","2023-06-15","2023-02-27","2023 Semester","322","2023-02-15 20:27:00","178"
"179","NewAl Mazra‘ah ash Sharqīyah kindergarten","27293 Loeprich Circle","32.000180","35.281520","lbotten3y@gmail.com","8961756113","Palestine","Al Mazra‘ah ash Sharqīyah",,"summary","2021-09-26 01:23:00","180","2023-02-02","2023-06-02","2023-02-14","2023 Semester","167","2023-02-02 10:05:00","179"
"180","MainKafr ad Dīk kindergarten","544 Pawling Road","32.067100","35.082870","mmowsdale3z@gmail.com","6782695680","Palestine","Kafr ad Dīk",,"summary","2020-06-27 18:24:00","181","2023-02-04","2023-06-04","2023-02-16","2023 Semester","167","2023-02-04 23:56:00","180"
"181","Bīr Nabālā kindergarten","54994 Sutteridge Circle","31.851182","35.200835","bfewings40@gmail.com","8011483785","Palestine","Bīr Nabālā",,"summary","2021-03-30 03:05:00","182","2023-01-25","2023-05-25","2023-02-06","2023 Semester","158","2023-01-25 11:42:00","181"
"183","NewYuta kindergarten","530 Rieder Trail","31.444150","35.090105","sbielby42@gmail.com","6293591382","Palestine","Yuta",,"summary","2020-06-16 00:30:00","184","2023-02-27","2023-06-27","2023-03-11","2023 Semester","300","2023-02-27 01:21:00","183"
"184","MainBurqah kindergarten","05371 Fulton Crossing","31.896059","35.254768","dmcgeachey43@gmail.com","8404140465","Palestine","Burqah",,"summary","2021-04-04 06:55:00","185","2023-02-11","2023-06-11","2023-02-23","2023 Semester","326","2023-02-11 14:02:00","184"
"185","New‘Arab ar Rashāydah kindergarten","14 Jana Point","31.571120","35.232270","sjessopp44@gmail.com","5641868413","Palestine","‘Arab ar Rashāydah",,"summary","2021-01-28 17:58:00","186","2023-02-07","2023-06-07","2023-02-19","2023 Semester","189","2023-02-07 14:02:00","185"
"186","MainSīrīs kindergarten","8506 La Follette Junction","32.328224","35.292369","kcorbridge45@gmail.com","5029322090","Palestine","Sīrīs",,"summary","2020-05-22 01:55:00","187","2023-02-23","2023-06-23","2023-03-07","2023 Semester","353","2023-02-23 09:23:00","186"
"187","CentralAqaba kindergarten","1 Caliangt Circle","35.006321","29.532052","hblaxland0@gmail.com","1582368536","Jordan","Aqaba",,"summary","2018-02-21 14:13:00","188","2023-01-23","2023-05-23","2023-02-04","2023 Semester","311","2023-02-22 22:51:00","187"
"188","‘Ajlūn kindergarten","4 Westend Lane","35.751742","32.332560","rismirnioglou1@gmail.com","7375431615","Jordan","‘Ajlūn",,"summary","2018-04-08 11:56:00","189","2022-12-31","2023-04-30","2023-01-12","2023 Semester","112","2023-01-30 16:21:00","188"
"189","CentralUmm as Summāq kindergarten","7 Comanche Court","35.849203","31.978024","rleipoldt2@gmail.com","2403882129","Jordan","Umm as Summāq",,"summary","2021-03-04 18:51:00","190","2023-01-10","2023-05-10","2023-01-22","2023 Semester","202","2023-02-09 02:09:00","189"
"190","CentralJāwā kindergarten","393 Reinke Point","35.936274","31.857764","igrayley3@gmail.com","4746643166","Jordan","Jāwā",,"summary","2019-07-01 08:31:00","191","2023-01-21","2023-05-21","2023-02-02","2023 Semester","360","2023-02-20 10:51:00","190"
"191","MainAqaba kindergarten","6888 Maywood Lane","35.006321","29.532052","sudey4@gmail.com","4802669127","Jordan","Aqaba",,"summary","2022-05-18 14:16:00","192","2023-01-09","2023-05-09","2023-01-21","2023 Semester","349","2023-02-08 13:20:00","191"
"192","Aţ Ţafīlah kindergarten","71480 Barby Pass","35.616056","30.833706","zmckane5@gmail.com","6251885745","Jordan","Aţ Ţafīlah",,"summary","2021-09-02 01:46:00","193","2023-01-30","2023-06-01","2023-02-11","2023 Semester","321","2023-03-01 06:09:00","192"
"193","‘Izrā kindergarten","20 Fordem Pass","36.225112","32.844941","mjoyes6@gmail.com","6574653632","Jordan","‘Izrā",,"summary","2020-12-24 11:16:00","194","2023-02-11","2023-06-13","2023-02-23","2023 Semester","316","2023-03-13 11:51:00","193"
"194","CentralRusseifa kindergarten","41 Forest Run Trail","36.049411","32.016941","hmattiazzo7@gmail.com","3661116636","Jordan","Russeifa",,"summary","2022-01-25 11:40:00","195","2023-01-15","2023-05-15","2023-01-27","2023 Semester","189","2023-02-14 12:02:00","194"
"195","CentralḨātim kindergarten","59008 Ronald Regan Avenue","35.777220","32.645190","crihosek8@gmail.com","3776558649","Jordan","Ḩātim",,"summary","2022-04-15 07:51:00","196","2023-01-05","2023-05-05","2023-01-17","2023 Semester","170","2023-02-04 01:59:00","195"
"196","CentralBalīlā kindergarten","682 Bashford Point","35.936286","32.389131","eharcourt9@gmail.com","3677822456","Jordan","Balīlā",,"summary","2020-12-30 14:52:00","197","2023-01-26","2023-05-26","2023-02-07","2023 Semester","241","2023-02-25 21:40:00","196"
"197","Kafr Sawm kindergarten","663 Monument Plaza","35.802455","32.682129","jughettia@gmail.com","6838293056","Jordan","Kafr Sawm",,"summary","2018-09-28 03:09:00","198","2023-01-07","2023-05-07","2023-01-19","2023 Semester","116","2023-02-06 20:44:00","197"
"198","MainUmm as Summāq kindergarten","44381 Harbort Hill","35.849203","31.978024","bhurburtb@gmail.com","6632761911","Jordan","Umm as Summāq",,"summary","2020-07-21 08:01:00","199","2023-01-31","2023-06-02","2023-02-12","2023 Semester","281","2023-03-02 20:08:00","198"
"199","Jarash kindergarten","434 Kings Street","35.896077","32.274652","tfosbraeyc@gmail.com","3803180121","Jordan","Jarash",,"summary","2019-07-29 04:15:00","200","2023-01-18","2023-05-18","2023-01-30","2023 Semester","220","2023-02-17 09:48:00","199"
"200","CentralSafi kindergarten","008 Grim Alley","35.853029","31.975951","kfonesd@gmail.com","8764504568","Jordan","Safi",,"summary","2020-01-06 20:30:00","201","2023-01-22","2023-05-22","2023-02-03","2023 Semester","149","2023-02-21 02:25:00","200"
"201","MainSafi kindergarten","762 Jana Parkway","35.853029","31.975951","nsagge@gmail.com","3787774127","Jordan","Safi",,"summary","2019-10-11 01:10:00","202","2023-01-02","2023-05-02","2023-01-14","2023 Semester","180","2023-02-01 00:11:00","201"
"202","Central‘Anjarah kindergarten","75 Beilfuss Crossing","35.897045","31.901875","esimcockf@gmail.com","5936424128","Jordan","‘Anjarah",,"summary","2022-01-25 00:01:00","203","2023-02-12","2023-06-14","2023-02-24","2023 Semester","158","2023-03-14 20:08:00","202"
"203","Ḩakamā kindergarten","8940 Butternut Court","35.869531","32.581627","rswedelandg@gmail.com","2463811259","Jordan","Ḩakamā",,"summary","2022-10-02 17:06:00","204","2023-01-18","2023-05-18","2023-01-30","2023 Semester","277","2023-02-17 16:40:00","203"
"204","MainḨātim kindergarten","37 Bobwhite Court","35.777220","32.645190","faldhouseh@gmail.com","9804464859","Jordan","Ḩātim",,"summary","2018-05-05 11:25:00","205","2023-01-29","2023-05-29","2023-02-10","2023 Semester","184","2023-02-28 18:37:00","204"
"205","MainBalīlā kindergarten","2200 Kinsman Way","35.936286","32.389131","lgerrelli@gmail.com","1284260145","Jordan","Balīlā",,"summary","2018-11-04 18:43:00","206","2023-02-09","2023-06-11","2023-02-21","2023 Semester","295","2023-03-11 02:00:00","205"
"206","CentralAr Ramthā kindergarten","2 Mosinee Plaza","36.008697","32.560923","hochterlonyj@gmail.com","3595674032","Jordan","Ar Ramthā",,"summary","2021-05-03 17:51:00","207","2023-01-02","2023-05-02","2023-01-14","2023 Semester","297","2023-02-01 15:06:00","206"
"207","Main‘Anjarah kindergarten","1 Everett Terrace","35.897045","31.901875","lmohammedk@gmail.com","5391028505","Jordan","‘Anjarah",,"summary","2022-07-24 12:17:00","208","2023-01-19","2023-05-19","2023-01-31","2023 Semester","231","2023-02-18 20:49:00","207"
"208","MainJāwā kindergarten","413 Hooker Alley","35.936274","31.857764","gkairnsl@gmail.com","5718459064","Jordan","Jāwā",,"summary","2019-02-05 16:27:00","209","2023-01-14","2023-05-14","2023-01-26","2023 Semester","279","2023-02-13 11:12:00","208"
"209","As Salţ kindergarten","70 Goodland Pass","35.728840","32.036601","dshalloem@gmail.com","4129628554","Jordan","As Salţ",,"summary","2018-12-06 19:11:00","210","2022-12-31","2023-04-30","2023-01-12","2023 Semester","179","2023-01-30 21:25:00","209"
"210","MainAr Ramthā kindergarten","67 Pearson Crossing","36.008697","32.560923","dmoaksonn@gmail.com","1354323070","Jordan","Ar Ramthā",,"summary","2022-02-20 18:23:00","211","2022-12-30","2023-04-29","2023-01-11","2023 Semester","344","2023-01-29 00:04:00","210"
"211","MainRusseifa kindergarten","612 Prairieview Alley","36.049411","32.016941","ctaffarelloo@gmail.com","5449074964","Jordan","Russeifa",,"summary","2018-11-12 20:33:00","212","2023-01-19","2023-05-19","2023-01-31","2023 Semester","292","2023-02-18 05:17:00","211"
"212","Tyre kindergarten","7 Sugar Court","35.203764","33.270489","jjanos0@gmail.com","1284768752","Lebanon","Tyre",,"summary","2018-11-15 12:39:00","213","2023-01-17","2023-05-17","2023-01-29","2023 Semester","378","2023-02-16 18:59:00","212"
